인물:소속단체	"<e1> 심상정 </e1> <e2> 정의당 </e2> 대표는 21일 ""국민들께선 이번 총선에서 지지부진한 정치권의 이합집산과 꼼수정치를 심판하고 진정한 정치혁명의 길을 열어 달라""고 말했다."
관계_없음	이후 구 공화당계와 <e1> 유신정우회 </e1> 계 인사들은 김종철, 이만섭을 중심으로 <e2> 한국국민당 </e2> 을 조직하였으나 박정희에 대한 부정적인 인식 및 구 3공화국 유신 인사들에 대한 부정축재 혐의 처벌 등으로 충청도와 수도권 일부, 전국구 몇 석에만 의존하여 6월 항쟁으로 신군부가 막을 내리기 이전까지 명맥을 유지하였다.
단체:본사_주(도)	종합대상을 수상한 <e1> 메종 글래드 제주 </e1> 를 운영하는 글래드 호텔앤리조트는, 1977년 삼호개발주식회사로 출발해 같은 해 오라 컨트리클럽을 개관, 1981년 제주그랜드호텔 개관 등 <e2> 제주 </e2> 발전사(史)의 한 흐름을 담당해왔으며 1992년에는 수도권 외 호텔로는 최초로 1000만달러 관광진흥탑을 수상, 2015년 대대적인 작업을 거쳐 제주그랜드호텔을 메종 글래드 제주로 리뉴얼 오픈했다.
인물:소속단체	외질은 1-2로 진 왓퍼드와의 FA컵 경기에 선발 출전해 <e1> 대니 웰벡 </e1> 의 만회골을 발뒤꿈치로 도왔고, 사흘 후에는 1-3으로 패한 바르셀로나와의 UEFA 챔피언스리그 경기를 치렀는데, <e2> 아스널 </e2> 은 3월에 치른 두 컵 대회에서 모두 탈락했다.
관계_없음	쇠뇌를 소지한 병사가 실전에 임한 것은 <e2> 제3차 십자군 </e2> 원정 때인데, 사자심왕 <e1> 리처드 1세 </e1> 가 이끄는 군대는 무슬림 전사들을 쏘기 위해 이 무기를 소지했다.
관계_없음	<e1> 고레에다 히로카즈 </e1> 감독이 신작의 주인공이자 프랑스의 전설적인 여<e2> 배우 </e2> 카트린 드뇌브와의 일화들을 통해 영화를 둘러싼 풍부한 이야깃거리를 제공했다.
관계_없음	성유빈 씨는 <e1> 윤희 </e1> 모녀 여행에 함께하는 <e2> 새봄 </e2> 의 남자친구 경수 역할을 맡았다.
관계_없음	<e1> 한국 기상청 </e1> 기준으로는 12월 26일 오후 3시에 베트남 호치민 남서쪽 <e2> 약 370km </e2> 부근 해상에서 중심기압 1004hPa의 열대저압부로 소멸하였다.
인물:소속단체	하지만 대한민국의 미투 운동에 <e2> 더불어민주당 </e2> 의 일부 정계인사들이 연루되고, <e1> 문재인 </e1> 정부의 초대 청와대 대변인이었던 박수현이 불륜설에 휩싸임과 함께 금융감독원장에 임명된 김기식이 여러 논란에 휩싸임과 동시에 더불어민주당원 댓글 조작 사건까지 불거지면서 다시 위기에 몰렸다.
관계_없음	‘슈타인’의 명칭은 <e2> 물리학 </e2> 자인 <e1> 알베르트 아인슈타인 </e1> 에서 따온 것이며, 상대성 이론 등의 물리학적 요소가 스토리 구조 내에 포함되어 있다.
단체:본사_도시	<e2> 시흥시 </e2> <e1> 중앙도서관 </e1> 은 지난 2010년부터 오디오북을 구입하기 시작해 현재는 1,331종 6,655권의 콘텐츠를 보유하고 있다.
인물:출신성분/국적	더 나아가 <e1> 진숙보 </e1> 는 심황후(沈皇后)를 폐위시키고 장귀비(張貴妃)를 새 황후로 세우려고 했으나 그전에 이미 <e2> 진나라 </e2> 가 수나라에 멸망하게 된다.
단체:제작	스포츠 <e2> 자동차 </e2> 만 만들던 <e1> 포르쉐 </e1> 가 SUV를 만든다는 것에 자동차 평론가들은 의구심을 제기하기도 했다.
인물:직업/직함	<e1> 염건령 </e1> <e2> 강사 </e2> 는 인구변화의 심각성을 얘기하면서, 저출생과 노인인구의 대폭적인 증가는 세금 등의 문제로 이어져 사회적인 문제가 될 수 있다고 하며, 이런 위기를 극복하기 위해서는 아이를 낳아 키울 수 있는 환경을 조성하는 것이 중요하다며 프랑스의 출산조건부임대아파트에 대해서 이야기했다.
단체:별칭	해양수산부를 신설하였고 <e2> 교육과학기술부 </e2> 를 <e1> 교육부 </e1> 와 미래창조과학부로 개편하고, 외교통상부를 외교부로 개편하였다.
관계_없음	이날 한마음 조회는 민선<e2> 7기 </e2> 취임 1주년을 기념해 지난 1년간의 주요 구정성과를 돌아보고 ‘새로운 변화, 모두가 행복한 동구’조성을 위한 전 직원의 새로운 결의와 각오를 다지는 자리로, 최근 <e1> 인천시 </e1> 가 수돗물 적수상황 등을 감안해 외부인사 초청 없이 직원들과 소통의 자리로 간소하게 치렀다.
단체:구성원	<e1> 남부대학교 </e1> (총장 <e2> 조성수 </e2> ) 사격선수단은 1~6일 전북 종합사격장에서 열린 제48회 문화체육관광부장관기 전국학생사격대회에서 금메달 1개, 은메달 3개를 차지했다.
관계_없음	<e1> 방탄소년단 </e1> 팝업스토어 ‘<e2> HOUSE OF BTS </e2> ’에서 멤버들이 ‘BTS 홍매화 시리즈’를 직접 구매하는 모습이 유튜브 콘텐츠를 통해 방영된 바 있다.
단체:구성원	그 후 제1차 고노에 내각의 내무대신, <e1> 대정익찬회 </e1> 중앙협력회의 의장으로 근무하였다. <e2> 고노에 후미마로 </e2> 는 스에쓰구를 지원하는 우익 단체와 국수주의자의 지원을 받아 안정된 정치 기반을 쌓으려고 계획하고 있었으나, 스에쓰구의 극우 사상은 고노에가 제어할 수 없을 만큼 강경했다.
단체:제작	<e1> 천연자원연구센터 </e1> 는 ‘<e2> 바이오상용기술 고도화 플랫폼 구축 사업 </e2> ’ 성과홍보회를 성황리에 개최했다고 6일 밝혔다.
인물:부모님	그는 <e1> 루크레치아 보르자 </e1> 의 남편이자 <e2> 교황 알렉산데르 6세 </e2> (214대 1492-1503)의 사위였다.
관계_없음	지난해 <e1> LG전자 </e1> 의 <e2> 4분기 </e2> 매출액은 16조612억원, 영업이익 1018억원을 기록했다.
단체:상위_단체	양명고, 양명여고, 대림대학교 등이 인근에 있으며 <e2> 안양시 </e2> 립<e1> 비산도서관 </e1> , 평촌학원가도 다니기 편하다.
단체:상위_단체	<e2> 시아파 </e2> 군벌들에는 하쉬드 알샤비를 비롯하여 <e1> 평화 중대 </e1> , 카타이브 헤즈볼라, 정의 연맹, 바드르 조직, 사라야 아슈라, 사라야 호라사니, 알이맘 알리 여단, 이라크 투르크멘 전선 등이 참전하였다.
인물:동료	이에 1997년 11월 3일, 새정치국민회의는 내각제 개헌을 약속하며 <e2> 김종필 </e2> , <e1> 박태준 </e1> 과 후보 단일화에 합의한다.
인물:형제/자매/남매	<e2> 이의방 </e2> 은 문극겸과 친한데다 또 자기 동생 <e1> 이린 </e1> (李隣)이 문극겸의 사위였으므로 그 말을 따랐다.
관계_없음	1905년(광무 8년) 11월 17일 대한제국의 박제순과 일본 정부의 <e1> 하야시 곤스케 </e1> 에 의해 체결된 을사조약으로 대한제국의 외교권을 일본 제국이 빼앗자, 그는 조약 반대 항의 성명서를 발표하고, <e2> 윤치호 </e2> , 서재필 등과 함께 을사 보호 조약에 반대하는 운동을 주도하였다.
관계_없음	이부는 <e1> 원상 </e1> 과 헤어지게 되었으므로 어쩔 수 없이 원담(<e2> 袁譚 </e2> )에게 항복했고 평원(平原)에 부임하였다.
인물:동료	<e2> 세훈 </e2> &<e1> 찬열 </e1> (EXO-SC)의 첫 번째 미니앨범 'What a life'는 7월 22일 발매되며, 다양한 분위기의 6곡이 수록되었다고 한다.
관계_없음	공동 여당이던 새천년민주당과 <e1> 자유민주연합 </e1> 은 안정적인 국정 운영을 위해 여당이 국회의장직을 차지해야 한다고 주장한 반면, 원내 제1당이던 <e2> 한나라당 </e2> 은 자신들이 의장직을 가져가는 것이 원칙에 맞다고 주장하였다.
관계_없음	<e2> 1914년 </e2> 에 제1차 세계 대전이 발발하여 <e1> 프랑스군 </e1> 에 징집되었으며, 1915년 1월 25일에 코를 잃는 부상을 당했다.
인물:부모님	<e1> 콘스탄티누스 1세 </e1> 의 어머니 <e2> 헬레나 </e2> 는 기독교 신자였으며, 전해지는 이야기로는 콘스탄이누스 1세가 밀비우스 다리 전투 전날 꾼 꿈의 지시대로 병사의 방패에 카이 로를 그린 후 전투에 승리하자 기독교를 믿게 되었다고 한다.
관계_없음	오늘날의 <e1> UBS </e1> 는 유니언 뱅크 오브 스위스와 <e2> 스위스 </e2> 뱅크 코포레이션이 1998년 6월 합병하여 탄생하였다.
단체:별칭	3월 28일에는 <e2> 문화방송 </e2> 이 <e1> MBC </e1> 의 명예가 훼손되었다는 이유로 《제대로 뉴스데스크》와 《파워업 PD수첩》 동영상의 접속을 차단하라는 요청에 대하여 한국인터넷자율정책기구의 위원 10명 모두 ‘해당 없음’으로 결론지어 사실상 요청이 거부되었다.
관계_없음	"박경서 전 인권대사는 ""노벨상은 로비를 할수록 수상이 멀어지며 금전의 개입은 어불성설이며, <e1> 김대중 </e1> 전 대통령은 이미 <e2> 1987년 </e2> 에 강력한 노벨 평화상 후보였다""라고 말했다."
단체:상위_단체	11번가는 베이비센터 오픈 기념으로 오는 21일까지 ‘<e2> 존슨앤드존슨 </e2> 브랜드 위크’를 열고 존슨앤드존슨의 5개 브랜드(리스테린, 아비노베이비, 존슨즈베이비, <e1> 뉴트로지나 </e1> , 쁘띠플래닛)의 30여개 상품을 할인해 판매한다.
관계_없음	그러나 <e2> 스티븐 하퍼 </e2> 총리는 <e1> 미카엘 장 </e1> 총독에게 의회의 개원정지 명령을 얻어내어 자신의 총리직을 지켰다.
관계_없음	그리고 유로 2012에서 전 경기에 출전해 안정적인 수비력과 폭발적인 오버래핑으로 강한 인상을 남겼고, 특히 <e2> 이탈리아 </e2> 와의 결승전에서 자신의 A매치 데뷔골이자 팀의 추가골을 넣으면서 <e1> 스페인 </e1> 은 4대 0 대승과 함께 2회 연속으로 우승했다.
관계_없음	청조의 보호 하에 달라이 라마 정권이 성립하면서, 5대 달라이 라마로부터 <e2> 티베트 </e2> <e1> 불교 </e1> 계의 서열2위를 획득했다.
관계_없음	"반면에, 더불어민주당은 친여 성향 지식인인 <e1> 유시민 </e1> 사람사는세상 <e2> 노무현 </e2> 재단 이사장이 4월 11일에 자신의 유튜브 채널인 에서 ""전체적으로 선거 판세가 민주당의 압승 분위기로 흐르고 있다. 21대 총선에서 범여권 진보진영이 180석 이상을 확보할 수 있다.""고 예측을 내놓자 오히려 이낙연 상임선대위원장부터 ""누가 국민의 뜻을 안다고 그렇게 함부로 말할 수 있는가 국민의 뜻은 늘 준엄하다. 국민 앞에 늘 심판받는 마음으로 겸손하게 임하고 국민을 두려워해야 한다. 이 말씀을 우리 당원 동지와 지지자들에게 거듭거듭 드린다. 내가 나부터 그렇게 하고있고 앞으로도 그렇게 하겠다.""며 신중한 입장을 발표하며 오만한 이미지로 비치는 것을 경계했다."
단체:구성원	유진기업이 최첨단 기술이 적용된 스마트팩토리를 추진하는 배경은 <e2> 유경선 </e2> <e1> 유진그룹 </e1> 회장의 미래 레미콘 사업에 대한 방향과 전략에서 찾을 수 있다.
인물:소속단체	국회 여성가족위원회 <e1> 전희경 </e1> 의원(<e2> 자유한국당 </e2> )이 20일 여성가족부로부터 제출받은 자료에 따르면 A 씨처럼 정부가 성범죄자 주소를 엉뚱하게 기재해 피해를 본 사례는 최근 5년간 13건인 것으로 나타났다.
관계_없음	유인은 녹림군의 다른 일파인 하강병을 끌어들였고, 결국 지황 4년(<e2> 23년 </e2> ) 정월에 녹림 연합군은 함께 <e1> 신나라 </e1> 군을 무찌르고 진부와 양구사를 모두 베었다.
단체:구성원	<e2> 이만희 </e2> (89) <e1> 신천지예수교 증거장막성전 </e1> (신천지) 총회장이 지난 2일 기자회견을 할 때 옆에서 이 총회장에게 이런 저런 조언을 했던 김평화씨가 이 총회장과 사실혼에 가까울 정도의 관계라는 언론 보도가 나왔다.
관계_없음	하지만, <e1> 막부 </e1> 의 우려 때문에 천수라는 명칭은 사용되지 않았다. 가나자와 성과 <e2> 미토 성 </e2> 과 같이 내부는 5층과 4층으로 천수와 같았고 혼마루에 건립되었다.
단체:구성원	"<e1> 현대엔지니어링 </e1> <e2> 관계자 </e2> 는 ""새희망학교 9호는 왕마마을 학생들에게 중학교 과정은 물론 정규 고등학교 과정까지 제공해 10% 내외인 진학률을 90%까지 끌어올릴 수 있을 것으로 기대된다""고 말했다."
단체:상위_단체	방송에선, 한국방송공사가 민영 방송인 동양방송(서울본사 및 부산지국), 동아방송, 전일방송, 서해방송, 한국FM을 인수 합병하고, 민영방송 문화방송의 주식 65％를 강제인수함으로써 대한민국 최대의 언론 기관이 됐고, 문화방송은 제휴민영방송사인 춘천문화방송, 원주문화방송, 강릉문화방송(現MBC강원영동 강릉방송국), 삼척문화방송(現MBC강원영동 삼척방송국), 대전문화방송, 청주문화방송, 충주문화방송, 전주<e2> 문화방송 </e2> , 광주문화방송, 목포문화방송, 여수문화방송, 대구문화방송, 안동문화방송, 포항문화방송, 부산문화방송, 울산문화방송, 마산문화방송(現MBC경남 창원본부), 진주문화방송(現<e1> MBC경남 진주본부 </e1> ), 남양문화방송(現제주문화방송)의 지분의 반 이상(35%)을 문화방송으로 강제 양도 시키고, 한국방송공사에게 자사의 주식 65%가 강제로 넘어가며 법적 공영방송이 되었다.
관계_없음	<e1> 칭기즈 칸 </e1> 이 서하 제국과 전쟁 하던 중 전사한 후 2대 황제 오고타이 칸은 <e2> 금나라 </e2> 의 잔존 기병대, 보병대와 대규모의 전쟁을 재개하여 금을 멸망시켰다.
관계_없음	<e1> 카이사르 </e1> 는 카시벨라우누스의 부족에 대해 언급하지 않았는데, 그의 영토인 <e2> 템즈 강 </e2> 북쪽에서 훗날 로마 황제 클라우디우스의 군단에 의한 브리타니아 공격 침공 당시 카투벨라루니(Catuvellauni)라는 부족이 살고 있었다는 기술이 전하고 있다.
관계_없음	<e1> 서울메트로 </e1> 와 서울특별시 도시철도공사 통합은 2014년 12월 박원순 <e2> 서울특별시 </e2> 장이 내놓은 서울 지하철 혁신방안 일환으로 추진되었다.
인물:소속단체	<e2> 민주당 </e2> 은 대신 <e1> 제임스 뷰캐넌 </e1> 을 후보자로 내세웠다.
관계_없음	<e1> 천계제 </e1> 사후에 <e2> 숭정제 </e2> (崇禎帝)는 황후 장씨에게 존호를 가상하여, 황태후 급으로 정성스럽게 모셨다.
단체:구성원	"한편 당시 <e2> 황정음 </e2> 소속사 <e1> 씨제스 엔터테인먼트 </e1> 는 ""촬영 중인 배우가 성형의혹이라는 것은 말도 안 된다""며 일각에서 제기된 성형설을 일축한 바 있다."
관계_없음	참여연대는 김상균 전 서울중앙지방법원 부장판사의 경우 재직 중에 <e2> 이건희 </e2> 회장과 삼성에버랜드가 관련된 소송의 담당 판사였는데 사건이 계류 중인 상태에서 2005년 2월 퇴직해 같은해 3월 <e1> 삼성전자 </e1> 소속 삼성구조본 부사장으로 자리를 옮겼으며, 서우정 삼성구조본 부사장 역시 서울지검 특수1부장 재직 당시 이재용씨가 연루된 삼성에버랜드 CB 편법증여 사건을 수사한 바 있는데, 2004년 12월 삼성 구조본 부사장으로 취임한 것을 들어서 문제가 있다고 지적해 왔다.
관계_없음	<e1> 시 </e1> 는 히데유키가 도쿠가와 이에야스의 <e2> 셋째 </e2> 딸 후리히메를 정실로 맞아들이는 것을 조건으로 후계 계승을 허락받았다.
관계_없음	이후 <e2> 요모 </e2> , <e1> 우타 </e1> , 츠키야마가 순순히 한 수 접으면서 상황은 종료된다.
단체:제작	앞서 지난 20일 국내 주요 매체들은 <e1> 애플 </e1> 새 운영체제 iOS13에 <e2> 아이폰 </e2> 교통카드 기능이 지원된다고 보도했다.
관계_없음	‘사랑’은 1부와 <e2> 2부 </e2> 를 결합시킬 수 있는 1가지 단서를 제공하며, <e1> 말러 </e1> 는 ‘사랑’이라는 키워드에 집중하여 그의 음악 속에 2가지 텍스트를 절묘하게 결합시켰다.
인물:소속단체	지난 5일 <e1> 김종대 </e1> <e2> 정의당 </e2> 의원은 국회에서 열린 국방위원회 전체회의에서 군견 사룟값을 두 배로 올려달라고 국방장관에게 요청했다.
인물:직업/직함	이후 <e1> 시무스 콜먼 </e1> 에버턴 <e2> 주장 </e2> 이 직접 라커룸을 방문해 정신적 공황상태에 빠진 손흥민을 위로했다.
관계_없음	<e2> 이삭 </e2> 은 에서를 편애했고, <e1> 리브가 </e1> 는 야곱을 더 편애했다.
단체:별칭	2002년 <e1> 제주도 </e1> 교육청(지금의 <e2> 제주특별자치도 </e2> 교육청) 평생학습관으로 지정되었고, 2005년 어린이자료실을 개설하였다.
관계_없음	<e2> 민중당 </e2> 과 민중<e1> 민주당 </e1> 은 조선민주주의인민공화국을 통일의 대상이자 한민족으로서 지지하는 경향이 있다.
관계_없음	"<e1> 정부 </e1> 가 5일 방역 <e2> 마 </e2> 스크를 북한에 지원했다는 일부 언론보도와 관련 ""북한에 마스크를 지원한 사실이 없다""면서 '가짜뉴스'로 규정해 법적조치 방침을 밝히는 등 민감한 반응을 보였다."
관계_없음	한편 <e1> 광주대 </e1> 는 5개 분야의 혁신성장 전략을 수립해 사회 맞춤형 인재양성을 목표로 총 <e2> 117억 원 </e2> 이 투입되는 대학혁신지원 사업을 추진하고 있으며, 사회 맞춤형 산학협력 선도대학(LINC) 육성사업의 일환으로 5개 사회 맞춤형 학과를 선정해 실무중심의 교육 프로그램을 운영하고 있다.
관계_없음	"데비스는 그의 기록에서 ""몇몇 운 좋은 추측과 이로쿼이 레이다 및 구성 부대의 훌륭함""이 그 날 <e2> 밤 </e2> <e1> 해군 </e1> 의 성공에 있어서 2가지 결정적인 요인이라고 적었다."
관계_없음	<e1> 시 </e1> 는 크루즈 <e2> 관광객 </e2> 증가를 위해 중앙정부, 한국관광공사와 함께 홍보에 주력하고, 크루즈 전용 터미널도 마련할 예정이다.
인물:학교	오스카는 다시 맥과이어의 추천을 받아 1906년에 <e1> 밋처 </e1> 를 <e2> 아나폴리스 </e2> 에 재입학 시켰는데, 재입학한 밋처는 연하의 상급생으로부터 왕따를 당하는 등 괴로운 나날을 보내며 ‘내성적, 반항적, 비사교적’이라는 딱지가 붙는다.
관계_없음	당시 LG는 김태원, 김용수, <e1> 이상훈 </e1> 등, <e2> 1990년 </e2> 대를 주름잡았던 투수들이 대거 은퇴했거나 해외로 진출했기 때문에 마운드의 리빌딩이 절실한 시점이었다.
관계_없음	<e1> 유식유가행파 </e1> 의 <e2> 수행론 </e2> 에 따르면, 보살이 공관(空觀)을 닦음에 있어서 초지(初地)에서 제7지(第七地)까지는 의식적인 노력을 기울여야 공관이 이루어진다.
관계_없음	그러나 <e2> 샤를 </e2> 은 859년 <e1> 로타르 2세 </e1> 를 후계자로 한다는 자신의 유언을 관철시켰다.
관계_없음	<e1> 광양시 </e1> 는 지난 5일 사회적기업의 날(1일)과 협동조합의 날(6일)을 맞아 시청 대회의실에서 <e2> 100여 명 </e2> 이 참석한 가운데 '2019 광양시 사회적 경제 주간 기념행사'를 개최했다고 밝혔다.
인물:직업/직함	3월에는 <e2> 지휘자 </e2> <e1> 금난새 </e1> 와 뉴월드필하모닉오케스트라가 싱그러운 봄 향기로 신춘음악회를 물들인다.
인물:출신성분/국적	2009년 ~ 2010년 시즌에 더욱 성과를 내어 2009년 컵 오브 차이나에서 우승했으며, 그랑프리 파이널에서 <e2> 대한민국 </e2> 의 <e1> 김연아 </e1> 와 일본의 안도 미키에 이어 3위에 올랐다.
인물:출생_도시	<e2> 함경남도 원산 </e2> 부의 푸른 바닷가가 있는 명사십리 출신으로, 작곡가 겸 가수인 맏형 <e1> 김용환 </e1> 과 성악가인 누나 김안라가 모두 음악인으로 활동한 기독교 가정에서 태어나 자연스럽게 음악을 접했다.
관계_없음	이때 부활절 운동을 주도한 단체가 신 페인당이라는 의심이 영국정부에서 돌자, 이 소문을 아일랜드 인들까지 듣게 되고, 1918년 총선에서 신 페인당(Sinn Fein)은 국민들의 압도적인 지지로 승리를 거둔 후, 영국 의회를 무시하고 1919년 1월 12일 <e2> 더블린 </e2> 에 <e1> 아일랜드 </e1> 독립 의회(Dail)를 구성하였다.
관계_없음	8월 29일 오스만 궁정은 공식적으로 <e1> 런던 조약 </e1> 규정에 거부하였으며, 그리하여 영국과 프랑스의 각 지중해 함대의 최고 사령관인 에드워드 커드링턴 제독과 앙리 드 리니 제독은 아르고스 만으로 항해하여, HMS 아시아 호 선상에서 <e2> 그리스 </e2> 대표자들과 만날 것을 요청하였다.
관계_없음	오진원 <e2> 연구원 </e2> 은 “반면 카드 수수료 인하 및 네이버와 <e1> GS홈쇼핑 </e1> 의 가맹점 이탈에도 불구 상반기 영업익은 전년 상반기 대비 6.2% 증가한 404억원을 기록했다”며 “이는 적극적인 신규 가맹점 확보 및 온라인 VAN 성장, 자회사인 KFC 실적 턴어라운드의 결과”라고 밝혔다.
단체:구성원	2009년 10월에 발표된 학술 논문에서 <e1> NASA </e1> 의 <e2> 과학자 </e2> 들은 우주와 같은 조건에서 자외선에 노출시킴으로써 피리미딘으로부터 유라실을 생성했다고 보고했다.
단체:구성원	매지캠퍼스는 <e2> 김우중 </e2> 전 <e1> 대우그룹 </e1> 회장이 기증한 165만여m 부지에 캠퍼스를 조성하였다.
관계_없음	알렉시오스는 로마제국과 <e2> 로마 </e2> 의 양 교회를 통합하고 십자군에게 은화 200,000 마르크를 지불하며, <e1> 십자군 </e1> 에 합세해 이 사람들이 이집트에 가는데 필요한 모든 물자를 보급하겠다고 제안했다.
관계_없음	쿠투조프는 당시의 차르였던 <e1> 파벨 1세 </e1> (Paul I)의 총애를 받았으며, 황제가 암살당한 뒤에 새 차르로 등극한 <e2> 알렉산드르 1세 </e2> (Alexander I)에게 일시적인 총애를 받았었으나 이후 쿠투조프를 멀리하였다.
관계_없음	<e1> 경찰 </e1> 은 A 씨가 범행 당시 <e2> 의붓아들 </e2> 사망을 충분히 예견할 수 있었다고 보고 죄명을 살인으로 바꾸기로 했다.
인물:종교	<e2> 천주교 </e2> 종교의식이 진행될 때에는 노무현의 평생 멘토로 불렸던 <e1> 송기인 </e1> 신부가 의식을 집전하였다.
단체:구성원	베이커리 브랜드 파리바게뜨를 운영하는 <e1> SPC그룹 </e1> (회장 <e2> 허영인 </e2> ) 파리크라상이 프랜차이즈업계 최초로 동반성장몰을 도입하고 중소기업 상생강화에 나선다.
관계_없음	한국공항(韓國空港, Korea Airport Service)은 항공기 지상조업서비스, 수하물 탑재 및 하역, 항공화물 조업, 항공기 급유, 항공기 정비 등의 서비스를 제공하기 위하여 설립된 <e2> 한진그룹 </e2> 계열사로 최대주주는 <e1> 대한항공 </e1> (보유지분 59.54%)이다.
인물:동료	"원로원에 진출한 카토는 한번도 회의에 빠지지 않는 성실함과 꼼꼼한 의정활동을 했고 원래는 <e1> 술라 </e1> 의 <e2> 부하 </e2> 들의 모임이었던 ""원로원파"" 를 공화정을 수호하는 정치집단으로 만드는 데 일조했다."
인물:직업/직함	1967년도 당시에 야당 <e2> 대통령 </e2> 후보 <e1> 윤보선 </e1> 을 지지하며 전국을 돌아다니면서 줄기차게 비판한다. 고상만의 ‘중정이 기록한 장준하’ 책에도 그 이야기가 언급돼 있다.
단체:별칭	MAC 주소는 <e1> 전기 전자 기술자 협회 </e1> (<e2> IEEE </e2> )에 관리되는 세 개의 이름공간들 중 하나의 규칙들을 따라 만든다: MAC-48, EUI-48, EUI-64. IEEE는 EUI-48과 EUI-64라는 이름에 대한 상표를 보유하고 있으며, 여기에서 EUI는 확장 고유 식별자(Extended Unique Identifier)의 준말이다.
단체:구성원	북한대학원대학교의 설립자이기도 한 <e2> 박재규 </e2> 총장은 “30년 전인 1989년 <e1> 경남대학교 </e1> 행정대학원 내에 북한학과를 개설할 때, 경남대 북한대학원을 개원할 때, 북한대학원대학교가 설립될 때, 역시 마찬가지로 우려하는 분들이 적지 않았다”며 “그렇지만 국내에서 가장 우수하고 모범이 되는 대표적인 북한전문 교육기관으로 자리매김했다”고 자평했다.
관계_없음	이후에는 데포르티보 라코루냐 (1995-1996), 라요 바예카노 (1996-1997), <e1> 메리다 </e1> (1997-1998), 콤포스텔라 (1998-1<e2> 999 </e2> ), 일본 J리그의 주빌로 이와타 (1999-2000), 프르바 HNL의 HNK 하이두크 스플리트 (2001-2002)에서 선수 생활을 하였고, 스페인의 하부 리그 팀들을 거쳐 은퇴하였다.
관계_없음	이후 대신들은 계속해서 <e1> 인성군 </e1> 의 사사를 청하기 시작했고, 결국 <e2> 인조 </e2> 는 음력 5월 14일 인성군에게 자진할 것을 명하였다.
인물:직업/직함	1561년에 교황 비오 4세는 <e1> 다니엘레 바르바로 </e1> 를 <e2> 인 펙토레 추기경 </e2> (In pectore)으로 임명하였고 그 사실은 1571년에 밝혀졌다.
관계_없음	하지만 결국에 <e2> 타임 워너 </e2> 와 <e1> 뉴스 코퍼레이션 </e1> 은 뉴욕시 케이블 방송에 1997년 십월 붙어 방송하기로 협이 하였고, 또한 2001년 붙어 타임 워너의 모든 케이블 방송에서 폭스뉴스가 방송되기로 협의 하였다.
